plot_label,plot_number,plot_id_iso,c,totalC,n,totaln,year,treeid,wt,perN,perC,drought,co2,C13,ci,delta_c
site 27,27,K,-27.04,1.89456,-2.61,0.03077,2015,14,3.821,0.805286574,49.58283172,Drought,401.98545454545456,-8.533,250.92074368463392,-27.04
site 27,27,K,-26.83,1.85365,-2.82,0.03021,2014,14,3.696,0.81737013,50.15286797,Drought,400.08833333333337,-8.503636363636364,246.53874410029493,-26.83
site 27,27,K,-26.47,2.01856,-2.73,0.0333,2013,14,3.968,0.83921371,50.87096774,Drought,397.44363636363636,-8.474545454545455,239.0896855115921,-26.469999999999995
site 27,27,K,-26.45,1.87957,-2.76,0.02822,2012,14,3.719,0.758806131,50.5396612,Drought,394.81,-8.41,238.28355752212386,-26.45
site 27,27,K,-26.7,1.91359,-2.5,0.02792,2011,14,3.761,0.742355756,50.8798192,No drought,392.597,-8.392222222222221,241.59963859390365,-26.700000000000003
site 27,27,K,-25.77,1.86421,-2.36,0.03784,2019,16,3.698,1.023255814,50.41130341,No drought,413.0877777777778,-8.8475,228.8890131514257,-25.769999999999996
site 27,27,K,-25.83,1.94093,-2.11,0.03933,2018,16,3.809,1.032554476,50.95641901,No drought,409.44636363636363,-8.631818181818181,231.8658852482995,-25.829999999999995
site 27,27,K,-26.37,1.90533,-2.05,0.03447,2017,16,3.713,0.928359817,51.31510908,No drought,407.9508333333333,-8.625,240.88955180678465,-26.370000000000005
site 27,27,K,-25.89,1.88164,-1.91,0.03203,2016,16,3.649,0.877774733,51.56590847,No drought,404.9063636363636,-8.589,231.1370352775543,-25.890000000000004
site 27,27,K,-26.88,1.9025,-1.99,0.02986,2015,16,3.695,0.80811908,51.48849797,Drought,401.98545454545456,-8.533,248.07482896218823,-26.88
site 27,27,K,-25.93,1.97528,-2.06,0.02977,2014,16,3.77,0.789655172,52.39469496,Drought,400.08833333333337,-8.503636363636364,230.60602286135693,-25.93
site 27,27,K,-25.72,1.97857,-1.92,0.02823,2013,16,3.787,0.745444943,52.24636916,Drought,397.44363636363636,-8.474545454545455,225.90018430483428,-25.72
site 27,27,K,-26,1.94476,-1.66,0.02679,2012,16,3.708,0.722491909,52.44768069,Drought,394.81,-8.41,230.42229646017697,-26
site 27,27,K,-26.15,1.8849,-2.01,0.02577,2011,16,3.646,0.706801975,51.69775096,No drought,392.597,-8.392222222222221,232.04528682399206,-26.15
